,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,Proper_date,Full Location,latitude,longitude,avg_temp,precipitation,wind_speed,sea_level_pressure
0,Unprovoked,surfing,M,6,Minor injury to right arm,N,1320,Not Determined,20210909,"USA Florida Ponce Inlet, Volusia County",29.0963729,-80.9369983,26.1,1.0,16.2,1012.5
1,Unprovoked,surfing,M,31,FATAL,Y,1030,White xhark,20210905,AUSTRALIA New South Wales Emerald Beach,-30.1574794,153.1501948,13.6,4.6,20.4,1017.3
2,Unprovoked,boarding,M,27,Lacerations both sides of lower leg immediately above the ankle,N,1145,Not Determined,20210828,"USA Texas Galveston Island, Galveston County",29.241005,-94.9091329,29.4,2.5,10.4,1013.7
3,Unprovoked,fell,M,64,Severe injury to leg,N,1400,Not Determined,20210903,USA Louisiana off Grand Isle,29.2366172,-89.9872941,27.2,3.9,5.1,1014.6
4,Unprovoked,surfing,M,41,Left ankle and foot bitten,N,0640,Bull shark,20210821,"USA Florida Walton Beach Psrk, St. Lucie County",27.3378902,-80.23343059999999,28.9,0.2,11.0,1015.0
5,Unprovoked,swimming,F,21,Thigh injured,N,1700,Not Determined,20210813,CANADA Nova Scotia Cape Breton Island,46.2486851,-60.851817,24.3,9.165705614567528,2.7,1015.0
6,Provoked,harassing,M,27,"No Injury, jet ski bitten PROVOKED INCIDENT",N,9999,Not Determined,20210807,AUSTRALIA Queensland North Stradbroke Island  ,-27.5323174,153.4626077,16.5,9.165705614567528,11.2,1024.3
7,Unprovoked,surfing,M,35,Minor cuts to right foot and ankle,N,1000,Not Determined,20210807,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.2,16.8,6.6,1018.7
8,Unprovoked,snorkeling,M,15,Lacerations to legs,N,0751,Not Determined,20210807,"USA Florida Key Largo, Monroe County",25.0865151,-80.4472802,82.6,0.1,4.3,1018.8
9,Unprovoked,no activity,M,27,Lacerations to lower body,N,1146,Blacktip shark,20210803,"USA South Carolina Hilton Head Island, Beaufort County",32.216316,-80.752608,25.0,24.2,8.5,1014.1
10,Unprovoked,swimming,F,12,Lacerations and puncture wounds to lower left leg,N,1500,Blacktip shark,20210802,"USA Maryland Ocean City, Worcester County",38.3365032,-75.0849058,22.2,9.165705614567528,9.2,1015.2
11,Provoked,fishing,M,47,Hands bitten while attempting to unhook shark               PROVOKED INCIDENT,N,1100,Not Determined,20210730,"USA Florida Ponce Inlet, Volusia County",29.0963729,-80.9369983,27.5,2.1,9.6,1017.0
12,Unprovoked,standing,M,15,Lower left leg bitten,N,1330,Not Determined,20210727,USA North Carolina Wrightsville Beach,34.2085036,-77.7963709,29.0,9.165705614567528,10.1,1015.8
13,Unprovoked,surfing,M,58,Lower left leg bitten,N,9999,small blacktip shark,20210727,"USA Georgia Tybee Island, Chatham County",32.0002152,-80.845666,27.3,7.6,9.4,1014.3
14,Provoked,fishing,M,34,Leg bitten when he jumped on the sharkPROVOKED INCIDENT,N,2030,"Sickelfin lemon shark, 3m",20210727,AUSTRALIA Western Australia Varanus Island,-20.6516843,115.5784701,74.4,9.165705614567528,10.8,1013.7
15,Unprovoked,swimming,M,27,Minor injury to calf ,N,1100,A small shark,20210726,"USA New York Jones Beach, Nassau County",40.6106158,-73.4445392,26.5,8.7,8.8,1012.1
16,Unprovoked,squatting,M,32,Lacerations to poster thigh and buttock,N,9999,Not Determined,20210725,BRAZIL Pernambuco Piedade,-8.1801557,-34.9203383,23.4,7.8,14.2,1016.4
17,Provoked,moving,M,55,Lacerations to lower right leg PROVOKED INCIDENT,N,9999,"Bull shark, +100kg",20210723,THAILAND Chanthaburi Province Kung Krabaenbay Royal D̩partement Study Center ,12.5717411,101.8990621,28.7,2.8,12.4,1008.0
18,Unprovoked,surfing,F,27,No injury,N,9999,Not Determined,20210721,"USA California Capitola Beach, Santa Cruz County",36.9716173,-121.9516263,15.6,9.165705614567528,7.5,1015.0
19,Unprovoked,surfing,M,27,"No injury, knocked off board by shark",N,1230,"White shark, 3m",20210719,AUSTRALIA Western Australia Rottnest Island,-32.004113,115.5151009,15.3,0.8,16.2,1019.2
20,Unprovoked,boarding,M,11,Leg bitten,N,1630,Not Determined,20210715,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.7,0.8,10.8,1021.4
21,Unprovoked,surfing,M,38,Injuries to leg and torso,N,0707,Not Determined,20210714,SOUTH AFRICA Eastern Cape Province Jeffrey's Bay,-34.0506714,24.9101544,50.6,0.94,8.4,1030.2
22,Unprovoked,playing,F,9,Right foot bitten,N,1639," Spinner shark, 4'?",20210710,"USA Florida Bathtub Beach, Martin County",27.186242,-80.16036,26.5,1.9,9.5,1020.7
23,Unprovoked,wading,M,51,FATAL,Y,1350,Not Determined,20210710,BRAZIL Pernambuco Piedade,-8.1801557,-34.9203383,24.3,2.6,11.1,1015.5
24,Unprovoked,surfing,M,25,Left forearm broken & lacerated,N,1630,Not Determined,20210705,AUSTRALIA New South Wales Crescent Head,-31.1769749,152.9106663,8.4,9.165705614567528,5.3,1020.5
25,Unprovoked,standing,M,8,Puncture wound to calf,N,1600,2' to 3' shark,20210704,"USA Florida Ponce Inlet, Volusia County",29.0963729,-80.9369983,25.4,10.4,10.5,1015.1
26,Unprovoked,canoeing,M,15,Hand injured,N,0715,Not Determined,20210630,"USA California Catalina Island, Orange County",33.3878856,-118.4163103,17.1,9.165705614567528,7.6,1013.7
27,Unprovoked,swimming,F,7,Calf bitten,N,1130,Not Determined,20210627,"USA North Carolina Ocean Isle, Brunswick County",33.8877282,-78.4364471,26.5,0.1,11.8,1022.5
28,Unprovoked,swimming,M,38,Posterior right thigh bitten,N,0915,"White shark, 6' to 8'",20210626,"USA California Gray Whale Beach Cove State Beach, San Mateo County",37.5645993,-122.5139689,13.8,9.165705614567528,15.4,1014.5
29,Unprovoked,surfing,M,25,Lacerations to calf and ankle,N,1400,Not Determined,20210623,AUSTRALIA Western Australia Gum Tree Bay,-29.7844444,114.9622222,50.9,0.06,8.3,1025.7
30,Unprovoked,standing,M,12,Left arm bitten,N,1557,Not Determined,20210618,"USA Florida Bethune Beach, Volusia County",28.9491539,-80.83783000000001,26.2,1.0,6.7,1018.2
31,Unprovoked,swimming,M,14,"""superficial injuries:",N,1430,7' to 8' shark ,20210617,"USA Florida Grayton Beach State Park,   Walton County",30.3315271,-86.1571991,27.8,9.165705614567528,10.3,1015.1
32,Unprovoked,standing,M,12,Right calf bitten,N,9999,Not Determined,20210614,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,24.6,17.7,9.0,1012.8
33,Unprovoked,standing,M,71,Minor injury to right foot,N,9999,Not Determined,20210614,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,24.6,17.7,9.0,1012.8
34,Provoked,fishing,M,51,Calf bitten by hooked shark PROVOKED INCIDENT,N,9999,"Tope shark, 6'",20210612,ENGLAND West Sussex Littlehampton,50.811057,-0.5386609,17.7,9.165705614567528,13.2,1023.3
35,Unprovoked,snorkeling,M,10,Foot bitten,N,1100,"Bronze whaler shark, 2 m",20210611,AUSTRALIA Western Australia Five Fingers Reef,-23.1797459,113.7657069,68.5,9.165705614567528,4.9,1013.5
36,Provoked,spearfishing,M,27,Presumed fatal  PROVOKED INCIDENT,Y,9999,Not Determined,20210525,NEW CALEDONIA Nouville CHS Beach,-22.2576696,166.3914303,20.7,5.0,12.7,1014.7
37,Unprovoked,swimming,M,26,Minor injuries to foot and ankle,N,9999,5' shark,20210523,"USA South Carolina Burkes Beach, Hilton Head, Beaufort County",32.1940526,-80.6976655,23.3,9.165705614567528,12.1,1022.9
38,Unprovoked,spearfishing,M,48,Lacerations to right hand and forearm,N,1120,Not Determined,20210521,AUSTRALIA Western Australia Quondong Beach,-17.580385,122.1571309,75.3,9.165705614567528,4.3,1012.9
39,Unprovoked,surfing,M,59,FATAL,Y,1115,"White shark, 4.5 m",20210518,AUSTRALIA New South Wales Turncurry Beach,-32.1521022,152.5052727,14.6,0.1,9.3,1027.2
40,Unprovoked,0,M,35,2- to 3-inch cuts to posterior thigh,N,1645,5 to 8-ff shark,20210515,"USA Hawaii Kanaha Beach Park, Maui",20.8996987,-156.4405938,23.9,0.3,21.2,1020.4
41,Unprovoked,wading,F,21,Nick on foot,N,1130,Not Determined,20210506,"USA Florida Daytona Beach Shores, Volusia County",29.1760933,-80.9828323,25.2,3.6,8.6,1016.0
42,Unprovoked,surfing,M,14,Lacerations to shin and calf,N,1600,5.5 ft shark,20210503,"USA Hawaii Marine Corps Base, Oahu",21.4433045,-157.7489524,24.3,9.165705614567528,14.0,1017.0
43,Unprovoked,spearfishing,M,53,FATAL,Y,0800,Not Determined,20210501,"JAMAICA Westmoreland Parish Little Bay, Little London",18.2211586,-78.2689714,80.8,0.08,9.7,1014.1
44,Unprovoked,surfing,F,64,Foot bitten,N,0900,Not Determined,20210430,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,24.6,9.165705614567528,9.8,1016.3
45,Unprovoked,boarding,M,54,Right leg bitten,N,1030,Not Determined,20210429,"USA Florida Vero Beach, Indian River County",27.6399823,-80.39815159999999,26.4,9.165705614567528,20.8,1017.6
46,Unprovoked,canoeing,M,25,"No injury, canoe bitten",N,0815,Not Determined,20210424,FRENCH POLYNESIA Tahiti Tautira,-17.7496214,-149.1611957,78.5,0.63,6.1,1012.1
47,Unprovoked,swimming,F,57,Puncture wound to knee,N,0856,Tiger shark,20210420,USA Hawaii Kukio Bay,19.8219841,-155.9995173,25.7,9.165705614567528,14.7,1016.5
48,Unprovoked,no activity,M,27,Laceration to foot,N,1540,Not Determined,20210419,AUSTRALIA Western Australia Karratha,-20.7336955,116.8447057,27.1,9.165705614567528,9.7,1013.2
49,Provoked,tagging,Not Determined,27,"No injury to occupants, shark bit boat after being tagged",N,9999,"Mako shark, 4 juvenile",20210417,USA North Carolina Outer Banks,35.5584932,-75.4665158,15.7,9.165705614567528,11.9,1010.4
50,Unprovoked,spearfishing,M,38,Minor injury to head,N,1800,1.3m shark,20210414,SOUTH AFRICA KwaZulu-Natal Mdloti,-29.666927,31.1180517,23.3,9.165705614567528,9.2,1017.4
51,Unprovoked,boarding,M,38,FATAL,Y,1100,White shark,20210413,SOUTH AFRICA Eastern Cape Province Chintsa,-32.823269,28.1151939,74.8,9.165705614567528,6.5,1019.7
52,Unprovoked,swimming,M,36,1-inch cut to leg,N,9999,Not Determined,20210402,"USA Florida Key Biscayne, Miami-Dade County",25.693713,-80.1628248,21.3,9.165705614567528,20.2,1019.4
53,Unprovoked,no activity,M,27,Cuts to both feet,N,1300,Not Determined,20210330,"USA Florida Vero Beach, Indian River County",27.6399823,-80.39815159999999,25.7,9.165705614567528,17.4,1021.0
54,Unprovoked,spearfishing,M,27,Injury to calf,N,1200,"Whaler or bull shark, 2m",20210327,AUSTRALIA Western Australia Near Coral Bay,-23.1422976,113.7723112,81.4,9.165705614567528,11.1,1009.0
55,Unprovoked,swimming,M,10,Not Determined,N,9999,Not Determined,20210326,FRENCH POLYNESIA Marquesas Ua Pou,-9.4042642,-140.0803953,82.7,9.165705614567528,10.5,1008.8
56,Unprovoked,no activity,F,16,"Injuries to hands, arm and knees",N,1145,3' to 5' shark,20210325,USA Florida Indian River County,27.6947732,-80.54384499999999,23.9,9.165705614567528,18.8,1018.5
57,Unprovoked,swimming,M,7,Lacerations to right hand,N,9999,  ,20210325,"USA Florida Fort Lauderdale, Broward County",26.1224386,-80.13731740000001,25.8,9.165705614567528,20.9,1018.7
58,Unprovoked,surfing,M,9,Left shoulder bitten,N,1400,Not Determined,20210321,"USA Florida Miami Beach, Miami-Dade County",25.790654,-80.1300455,20.3,9.165705614567528,13.0,1017.1
59,Unprovoked,boarding,M,75,"No injury, board bitten",N,1500,"Blacktip whaler,      Carcharhinus tilstoni, 2m",20210320,AUSTRALIA Western Australia Yallingup,-33.6726467,115.0308277,22.8,9.165705614567528,11.8,1014.3
60,Unprovoked,wading,M,20,Left forearm bitten,N,1800,"Blacktip shark, 6'",20210318,"USA Florida Juno Beach, Palm Beach County",26.8797819,-80.0533743,23.7,0.6,16.2,1016.9
61,Unprovoked,spearfishing,M,16,Left leg bitten,N,1800,Tiger shark,20210302,NEW CALEDONIA Loyalty Islands Ouv̩a,-20.6543997,166.5353028,26.5,1.6,18.5,1007.9
62,Provoked,fishing,M,27,Superficial wound       PROVOKED INCIDENT,N,1730,"Bull shark, 80cm",20210220,AUSTRALIA Queensland Waterford West,-27.6860709,153.1205271,22.8,6.2,6.9,1010.7
63,Unprovoked,surfing,M,27,"No injury, surfboard bitten",N,1630,Not Determined,20210206,"USA Hawaii Waiokapua Bay, Kaui",22.0083333,-159.7791667,20.3,9.165705614567528,17.3,1013.9
64,Unprovoked,swimming,F,46,Puncture wounds to foot,N,1030,Not Determined,20210129,"AUSTRALIA Western Australia Melaleuca Beach, Cowaramup Bay, Gracetown, ",-33.8644797,114.9767806,20.1,9.165705614567528,21.2,1017.4
65,Unprovoked,swimming,M,61,Minor puncture wound to arm,N,2000,Juvenile shark,20210127,"NEW ZEALAND North Island Papamoa Beach, Bay of Plenty",-37.7329778,176.298309,20.5,9.165705614567528,8.9,1014.5
66,Unprovoked,swimming,M,58,Severe lacerations to left arm ,N,1500, ,20210123,AUSTRALIA New South Wales Lake Macquarie,-33.0311225,151.5603244,25.5,9.165705614567528,11.7,1011.6
67,Unprovoked,snorkeling,M,73,Puncture wounds to left calf,N,0745,"8"" shark",20210122,USA Hawaii Maui,20.7983626,-156.3319253,21.4,4.4,32.5,1016.8
68,Unprovoked,snorkeling,M,32,FATAL,Y,1700,White shark,20210121,AUSTRALIA South Australia Port MacDonnell,-38.0521936,140.701759,21.0,9.165705614567528,11.0,1012.2
69,Unprovoked,swimming,M,54,Severe injury to leg and broken him,N,0758,"Bull shark, 6.5 to 10 '",20210113,AUSTRALIA Western Australia Blackwall Reach,-32.0245847,115.7798646,24.6,9.165705614567528,19.4,1015.0
70,Unprovoked,swimming,M,7,Injury to leg,N,1740,Not Determined,20210111,AUSTRALIA Victoria 13th Beach,-38.2852436,144.4587149,26.5,9.165705614567528,14.4,1009.5
71,Unprovoked,swimming,F,26,"Severe injury to left leg, resulting in amputation above the knee",N,0900,Not Determined,20210109,ST KITTS / NEVIS The Narrows Booby Island,17.2333333,-62.6,25.6,0.4,20.8,1016.3
72,Unprovoked,swimming,F,19,FATAL,Y,1710,Not Determined,20210107,"NEW ZEALAND North Island Waih?  Beach, Bay of Plenty",-37.4076175,175.9356284,70.4,9.165705614567528,5.5,1010.3
73,Unprovoked,surfing,M,19,"No injury, board damaged",N,1030,Not Determined,20210103,"USA Florida Cocoa Beach, Brevard  County",28.3200067,-80.6075513,20.5,1.3,17.1,1017.7
74,Unprovoked,surfing,M,17,1.5 cut to ankle,N,1030,Not Determined,20210102,"USA Florida Cocoa Beach, Brevard  County",28.3200067,-80.6075513,23.0,1.4,15.4,1020.1
75,Unprovoked,swimming,F,68,Significant injury to right lower leg,N,0800,Not Determined,20210102,"USA Hawaii Anaehoomalu Bay
Waikoloa, Hawaii County",19.9161242,-155.8932242,76.1,9.165705614567528,7.6,1018.0
76,Unprovoked,swimming,M,27,No injury. Swim fin bittten,N,1800,White shark,20201230,"USA California Coronado, San Diego County",32.6858853,-117.1830891,12.0,9.165705614567528,5.0,1022.7
77,Unprovoked,fell,M,40,Injuries to leg,N,0936,Not Determined,20201223,MALDIVES Raa Atoll Faadoo Island,5.8570104,72.99255889999999,82.1,0.28,8.3,1009.1
78,Unprovoked,surfing,M,27,"No injury, Board bitten",N,0700,Not Determined,20201209,AUSTRALIA Western Australia Cable Beach,-17.9319444,122.2080556,27.4,76.6,26.0,1001.6
79,Unprovoked,surfing,M,56,FATAL,Y,0745,"Tiger shark. 14'3""",20201208,USA Hawaii Honolua Bay,21.0139474,-156.638533,24.8,9.165705614567528,15.8,1016.4
80,Unprovoked,surfing,M,20,Non-life-threatening to left lower leg & foot,N,1520,Not Determined,20201206,"USA Oregon Seaside Cove, Clatsop County",45.97489880000001,-123.9424796,9.2,3.3,5.8,1029.1
81,Unprovoked,diving,F,42,Left shoulder bitten,N,9999,Oceanic whitetip shark,20201202,EGYPT South Sinai Marsa Alam,27.9654198,34.3617769,20.7,9.165705614567528,7.8,1014.6
82,Unprovoked,snorkeling,F,35,Severe injury to torso,N,1400,Not Determined,20201126,USA Hawaii Maui,20.7983626,-156.3319253,25.9,9.165705614567528,22.7,1018.3
83,Unprovoked,snorkeling,F,27,Three 3-inch lacerations to thigh,N,9999,"Tiger shark, 4m ",20201123,NEW CALEDONIA South Province St. Vincent Bay,-21.9650203,166.1203982,24.2,9.165705614567528,14.8,1011.0
84,Unprovoked,boarding,M,59,FATAL,Y,0840,Bull shark,20201122,AUSTRALIA Western Australia Cable Beach,-17.9319444,122.2080556,30.7,9.165705614567528,14.0,1008.7
85,Unprovoked,surfing,M,13,"Minor injury to left foot, leg and finger",N,0600,Not Determined,20201102,"AUSTRALIA New South Wales Town Beach, Port Macquarie",-31.42946499999999,152.9193046,64.3,0.04,5.9,1023.1
86,Unprovoked,swimming,M,17,Minor injuries,N,1600,"Blacktip shark, 6' to 7'",20201031,USA Florida Ormond Beach,29.2858129,-81.0558894,21.7,9.165705614567528,10.4,1020.0
87,Unprovoked,spearfishing,M,27,Hand/wrist bitten,N,9999,"""Reef shark""",20201030,BAHAMAS  Grand Bahama Island East End Point,26.6468493,-77.9431626,82.1,9.165705614567528,12.1,1014.6
88,Unprovoked,surfing,M,27,Hand bitten,N,1300,Not Determined,20201029,"USA Franklin County, Florida St George Island",29.6584899,-84.8802444,25.6,9.165705614567528,27.4,1016.2291060291059
89,Unprovoked,snorkeling,Not Determined,27,"Boy lost arm, dive guide lost leg, ",N,9999,Not Determined,20201025,"EGYPT South Sinai Shark Reef, Ras Muhammed",27.7420043,34.2347743,28.1,9.165705614567528,8.9,1009.0
90,Unprovoked,spearfishing,M,59,Severe injury to thigh,N,1200,Not Determined,20201024,AUSTRALIA Queensland Britomart Reef,-18.2348869,146.7342041,78.7,0.02,11.5,1011.5
91,Unprovoked,surfing,M,52,FATAL,Y,1045,4m shark,20201009,AUSTRALIA Western Australia Kelp Beds Beach (Kelpies),-27.6728168,121.6283098,72.8,9.165705614567528,7.0,1013.0
92,Unprovoked,surfing,M,31,Laceration to lower leg,N,1800,Blacktip shark,20201007,"USA Florida Miami Beach, Miami-Dade County",25.790654,-80.1300455,29.0,9.165705614567528,19.8,1014.1
93,Unprovoked,surfing,M,17,"No injury, knocked off board when shark grabbed his leg rope",N,1045,Bronze whaler 1.5m,20201004,"AUSTRALIA Western Australia Toms Surf break, Hamersley Pool, North Beach, Perth",-31.862616,115.7520862,13.6,3.8,11.2,1030.6
94,Provoked,no activity,M,27,Minor lacerations to right foot when he stepped on the shark PROVOKED INCIDENT,N,9999,Small nurse shark,20200929,USA Florida Near Key Largo,25.0865151,-80.4472802,82.6,9.165705614567528,4.3,1012.1
95,Unprovoked,snorkeling,M,30,Severe bite to shoulder,N,1030,Bull shark,20200920,"USA Florida Sombero Key Light, Monroe County",24.6922645,-81.0855026,29.5,9.165705614567528,6.2,1012.3
96,Provoked,fishing,M,50,Arm bitten by hooked shark PROVOKED INCIDENT,N,1600,"""whitetip shark""",20200917,AUSTRALIA Queensland Fraser Island,-25.2398229,153.1325243,67.0,9.165705614567528,7.4,1022.8
97,Unprovoked,0,M,27,"No injury, board bitten",N,1800,White shark,20200916,AUSTRALIA New South Wales Cabarita Beach,-28.3289849,153.5698,18.3,9.165705614567528,10.0,1025.2
98,Unprovoked,surfing,M,15,Cuts to right hand and wrist,N,1045,Not Determined,20200915,"USA Florida Ponce Inlet, Volusia County",29.0963729,-80.9369983,26.8,9.165705614567528,3.6,1016.4
99,Unprovoked,surfing,M,25,Left arm bitten,N,0815,Not Determined,20200915,"USA Florida Melbourne Beach, Brevard County",28.0687742,-80.5595546,27.9,0.5,10.1,1015.8
100,Unprovoked,surfing,M,46,FATAL,Y,1700,"White shark, 3m",20200907,"AUSTRALIA Queensland Greenmount Beach, Coolangatta",-28.1639838,153.547601,18.6,2.4,17.1,1028.9
101,Unprovoked,snorkeling,F,70,Ankle bitten,N,1630,8' shark,20200906,USA Hawaii Puako,19.975,-155.8438889,28.6,9.165705614567528,10.7,1015.6
102,Unprovoked,surfing,M,12,Injury to right foot and ankle,N,1130,Not Determined,20200830,"USA South Carolina Folly Beach, Charleston County",32.6551798,-79.94036729999999,28.1,11.9,9.4,1010.0
103,Unprovoked,fishing,M,27,"No injury, kayak damaged",N,1800,White shark,20200828,"USA California Shelter Cove, Humboldt County",40.0304212,-124.0730866,55.4,9.165705614567528,7.0,1011.5
104,Unprovoked,standing,M,23,Minor injury to foot,N,1500,Not Determined,20200823,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,27.7,9.165705614567528,10.8,1016.5
105,Unprovoked,surfing,M,14,Lacerations to sole of left foot,N,0800,4' to 5' shark,20200822,"USA Florida St. Augustine Beach, Anastasia Island, St. Johns County",29.8439828,-81.2711546,26.5,9.165705614567528,5.8,1016.1
106,Unprovoked,boarding,F,50,Minor lacerations to left leg,N,1100,Not Determined,20200820,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.3,9.165705614567528,6.8,1013.1
107,Unprovoked,surfing,F,35,Lacerations to right calf and posterior thigh,N,0930,"White shark, 2-to 3m",20200814,"AUSTRALIA New South Wales Shelly Beach, Port Macquarie",-31.4540324,152.9314408,61.4,0.04,3.9,1014.5
108,Provoked,fishing,M,55,Injury to left forearm by hooked shark PROVOKED INCIDENT,N,1600,"Blacktip shark, 6'",20200810,"USA Florida Off Gasparilla Island, Charlotte County",26.7519472,-82.2624037,27.7,9.165705614567528,8.9,1018.8
109,Unprovoked,snorkeling,F,27,Lacerations to hand and wrist,N,1400,"Nurse shark, 5'",20200802,"USA Virgin Islands Candle Reef, St. Croix",17.7613587,-64.6518801,28.4,3.2,9.2,1014.4
110,Unprovoked,surfing,F,22,Lacerations to foot ,N,1700,Not Determined,20200731,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,27.3,9.165705614567528,7.2,1016.4
111,Unprovoked,swimming,M,14,Lacerations to foot and toes,N,1300,Blacktip or Spinner shark,20200731,"USA Alabama Orange Beach, Baldwin County",30.2697033,-87.5867598,29.2,9.165705614567528,14.0,1016.2291060291059
112,Unprovoked,surfing,M,28,Lacerations to leg,N,1415,"White shark, 4m",20200731,AUSTRALIA Western Australia Bunker Bay Beach,-33.543638,115.030785,56.7,0.04,10.5,1021.6
113,Unprovoked,diving,M,38,Lower leg bitten,N,9999,"Lemon shark, 8'",20200729,USA Florida Florida Keys,25.0273356,-81.5357506,87.5,9.165705614567528,11.3,1018.1
114,Unprovoked,swimming,M,4,Leg bitten,N,1800,"Blacktip reef shark, juvenile",20200727,FRENCH POLYNESIA Tuamotu Islands Tikehau,-15.0083959,-148.1757902,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
115,Unprovoked,swimming,F,63,FATAL,Y,1559,"White shark, 11'?",20200727,"USA Maine Bailey Island, Cumberland County",43.7366927,-69.9940654,28.8,0.3,11.9,1005.2
116,Unprovoked,spearfishing,M,23,Lacerations to legs,N,1200,"Reef shark, 5' to 6 '",20200723,USA Bahamas Spanish Cay,26.9408454,-77.5268296,83.0,0.13,19.1,1021.1
117,Unprovoked,standing,M,11,Foot bitten,N,9999,Not Determined,20200723,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,27.4,0.8,7.2,1016.2291060291059
118,Unprovoked,treading,M,27,Left calf & foot bitten,N,1730,Bull shark. 6.5',20200722,"USA North Carolina Neuse River, Craven County",35.0877672,-77.0564464,28.7,9.165705614567528,11.2,1019.6
119,Unprovoked,wading,F,12,Right leg bitten,N,1800,Not Determined,20200719,"USA Florida Cocoa Beach, Brevard  County",28.3200067,-80.6075513,29.5,9.165705614567528,16.7,1017.7
120,Unprovoked,fishing,M,10,"Lacerations to arm, head & chest",N,1330,White shark,20200717,AUSTRALIA Tasmania Off Stanley,-40.7597041,145.2960121,41.9,0.02,7.7,1023.2
121,Unprovoked,wading,F,14,Severe bite to right foot,N,9999,"Bull shark, 4' to 6'",20200714,"USA Florida Melbourne Beach, Brevard County",28.0687742,-80.5595546,27.6,8.9,10.8,1016.2291060291059
122,Unprovoked,snorkeling,F,29,Injury to lower left leg and ankle,N,1145,2 m shark,20200713,AUSTRALIA Queensland Fitzroy Island,-16.9336669,145.9943465,22.2,9.165705614567528,14.6,1015.4
123,Unprovoked,surfing,M,15,FATAL,Y,1430,"White shark, 2.5 m",20200711,AUSTRALIA New South Wales Wilsons Headland,-29.82553459999999,153.289463,58.2,0.02,2.2,1018.9
124,Unprovoked,surfing,F,15,Minor injury to right foot,N,0800,Not Determined,19875253,"USA Florida Cocoa Beach, Brevard  County",28.3200067,-80.6075513,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
125,Unprovoked,spearfishing,M,36,FATAL,Y,1400,Not Determined,20200704,AUSTRALIA Queensland Fraser Island,-25.2398229,153.1325243,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
126,Unprovoked,playing,M,7,Cuts to lower leg,N,9999,Juvenile bull shark?,20200622,"USA Florida Homestead, Miami-Dade County",25.4687224,-80.4775569,28.3,9.165705614567528,7.2,1018.5
127,Unprovoked,surfing,M,16,Injury to thigh,N,1600,Not Determined,20200620,"USA North Carolina Salvo, Dare County",35.54018,-75.4729347,23.9,5.1,9.4,1017.0
128,Unprovoked,no activity,Not Determined,27,Not Determined,N,9999,Not Determined,20200620,"BAHAMAS Exumas Pig Beach, Pig Island",24.183611,-76.456389,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
129,Unprovoked,0,F,27,"No inury, ski damaged",N,1400,Not Determined,20200616,SOUTH AFRICA KwaZulu-Natal Umhlanga Rocks,-29.7330347,31.0592806,15.0,9.165705614567528,10.8,1033.7
130,Unprovoked,windsurfing,M,30,FATAL,Y,1800,Tiger shark,20200610,"NEW CALEDONIA South Province Plateau de Ricaudy, Noum̩a",-22.3124345,166.4540133,21.7,9.165705614567528,22.5,1018.5
131,Unprovoked,surfing,M,60,FATAL,Y,1040,"White shark, 3.5 m",20200607,AUSTRALIA New South Wales Salt Beach near Kingscliff,-28.2776303,153.5776799,15.9,9.165705614567528,10.4,1020.8
132,Unprovoked,surfing,M,27,Cut to index finger of hand,N,0830,Tiger shark?,20200601,"USA Hawaii Davidsons Beach, Kauai",21.9641667,-159.7088889,25.9,9.165705614567528,8.4,1017.1
133,Unprovoked,spearfishing,M,27,Lacerations to left hand,N,9999,"Bull shark, 8'",20200531,BAHAMAS Abaco Islands NoName Cay,26.7747107,-77.3295708,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
134,Unprovoked,spearfishing,M,18,"No injury, swim fin bitten",N,9999,Bull shark,20200530,AUSTRALIA Queensland Lucinda,-18.5281508,146.3314538,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
135,Unprovoked,playing,M,12,Left foot bitten,N,9999,Bull shark,20200528,"THAILAND Muang district of Satun province,  Chebilang pier ",6.6237755,100.0673736,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
136,Unprovoked,playing,M,9,Lacerations to both feet,N,9999,Angel shark,20200526,"SPAIN Canary Islands Famara Beach, Lanzarote",29.1155588,-13.5563449,22.6,9.165705614567528,16.7,1016.8
137,Unprovoked,snorkeling,Not Determined,27,Leg bitten,N,9999,Blacktip shark,20200517,FRENCH POLYNESIA Tahiti Vall̩e Blanche,-17.5695978,-149.6193069,28.1,0.5,12.2,1010.5
